Entry,Name,Name(TN),Disease,efficacy1,efficacy2,efficacy3,efficacy4,efficacy5,efficacy6,efficacy7,efficacy8
"D10365
","Gandotinib (USAN)
  ","
","
",Antineoplastic,Janus kinase (JAK) inhibitor,,,,,,
"D10366
","Sofosbuvir (JAN/USAN)
(abbr) SOF
  ","Sovaldi (TN)
  ","Chronic hepatitis C virus infection [DS:H00413]
  ",Antiviral,NS5B polymerase inhibitor,,,,,,
"D10367
","Etirinotecan pegol (USAN/INN)
  ","
","
",Antineoplastic,Topoisomerase I inhibitor,,,,,,
"D10368
","Entolimod (USAN)
  ","
","
",Antineoplastic,Toll-like receptor agonist,,,,,,
"D10369
","Eravacycline (USAN)
  ","
","
",Antibiotic,Protein biosynthesis inhibitor,,,,,,
"D10370
","Mavatrep (USAN)
  ","
","
",Analgesic,Transient receptor potential (TRP) channel agonist,,,,,,
"D10371
","Methylsamidorphan (USAN)
  ","
","
",Laxative,Opioid receptor antagonist,,,,,,
"D10372
","Palbociclib (JAN/USAN)
  ","Ibrance (TN)
  ","Breast cancer (HR positive, HER2 negative) [DS:H00031]
  ",Antineoplastic,Cyclin-dependent kinase (CDK) inhibitor,,,,,,
"D10373
","Palifosfamide tromethamine (USAN)
  ","
","
",Antineoplastic,Alkylating agent,,,,,,
"D10374
","Lifitegrast (USAN/INN)
  ","Xiidra (TN)
  ","Dry eye desease [DS:H01641]
  ",Anti-inflammatory,Lymphocyte function-associated antigen-1 antagonist,,,,,,
"D10375
","Naloxegol oxalate (USAN)
  ","Movantik (TN)
Moventig (TN)
  ","
",Laxative,Opioid receptor antagonist,,,,,,
"D10376
","Recilisib sodium (USAN)
  ","
","
",Radioprotector,,,,,,,
"D10377
","Sebelipase alfa (USAN)
Sebelipase alfa (genetical recombination) (JAN)
  ","Kanuma (TN)
  ","Lysosomal acid lipase deficiency [DS:H00148]
  ",Lysosomal storage disease treatment,Enzyme replacement (lysosomal acid lipase),,,,,,
"D10378
","Vercirnon (USAN/INN)
  ","
","
",Anti-inflammatory,Chemokine receptor 9 antagonist,,,,,,
"D10379
","Vercirnon sodium (USAN)
  ","
","
",Anti-inflammatory,Chemokine receptor 9 antagonist,,,,,,
"D10380
","Surotomycin (USAN/INN)
  ","
","
",Antibacterial,,,,,,,
"D10381
","Afuresertib (USAN)
  ","
","
",Antineoplastic,AKT serine/threonine kinase inhibitor,,,,,,
"D10382
","Afuresertib hydrochloride (USAN)
  ","
","
",Antineoplastic,AKT serine/threonine kinase inhibitor,,,,,,
"D10383
","Aldoxorubicin (USAN)
  ","
","
",Antineoplastic,Topoisomerase II inhibitor,,,,,,
"D10384
","Aldoxorubicin Hydrochloride (USAN)
  ","
","
",Antineoplastic,Topoisomerase II inhibitor,,,,,,
"D10385
","Ezetimibe and atorvastatin
  ","Atozet (TN)
Liptruzet (TN)
  ","
",Antihyperlipidemic,,,,,,,
"D10386
","Cindunistat (USAN/INN)
  ","
","
",Anti-inflammatory,Inducible nitric oxide synthase inhibitor,,,,,,
"D10387
","Danirixin (USAN/INN)
  ","
","
",Anti-inflammatory,Chemokine (C-X-C motif) receptor 2 antagonist,,,,,,
"D10388
","Deferitazole (USAN)
  ","
","
",Antidote (iron),Chelating agent,,,,,,
"D10389
","Deferitazole Magnesium (USAN)
  ","
","
",Antidote (iron),Chelating agent,,,,,,
"D10390
","Pidilizumab (USAN)
  ","
","
",Antineoplastic,Anti-PD-1 antibody,,,,,,
"D10391
","Telmapitant (USAN)
  ","
","
",Anti-emetic,Neurokinin NK1 antagonist,,,,,,
"D10392
","Lifitegrast sodium (USAN)
  ","
","
",Anti-inflammatory,Lymphocyte function-associated antigen-1 antagonist,,,,,,
"D10393
","Deldeprevir (USAN)
Neceprevir
  ","
","
",Antiviral,Protease inhibitor,,,,,,
"D10394
","Deldeprevir sodium (USAN)
Neceprevir sodium
  ","
","
",Antiviral,Protease inhibitor,,,,,,
"D10395
","Nesvacumab (USAN)
  ","
","
",Antineoplastic,Angiogenesis inhibitor,,,,,,
"D10396
","Nintedanib esylate (USAN)
Nintedanib ethanesulfonate (JAN)
  ","Ofev (TN)
  ","Idiopathic pulmonary fibrosis [DS:H01299]
  ",Antifibrosis,Tyrosine kinase inhibitor,,,,,,
"D10397
","Rabusertib (USAN/INN)
  ","
","
",Antineoplastic,Checkpoint kinase (serine/threonine-protein kinase) inhibitor,,,,,,
"D10398
","Radium Ra 223 dichloride (USAN)
  ","Xofigo (TN)
  ","Prostate cancer, castration-resistant [DS:H00024]
  ",Antineoplastic,Radioactive agent,,,,,,
"D10399
","Rebastinib Tosylate (USAN)
  ","
","
",Antineoplastic,Tyrosine kinase inhibitor,,,,,,
"D10400
","Tildrakizumab (USAN)
Tildrakizumab (genetical recombination) (JAN)
Tildrakizumab-asmn
  ","Ilumya (TN)
  ","Plaque psoriasis [DS:H01656]
  ",Antipsoriatic,Immunosuppressant,Anti-IL-23 antibody,,,,,
"D10401
","Trenonacog alfa (USAN/INN)
  ","
","
",Prophylactic (hepatitis B),,,,,,,
"D10402
","Fluralaner (USAN/INN)
  ","
","
",Ectoparasiticide (veterinary),,,,,,,
"D10403
","Eluxadoline (USAN)
  ","Viberzi (TN)
  ","Irritable bowel syndrome, with diarrhea [DS:H01615]
  ",Antidiarrheal,Opioid receptor agonist/antagonist,,,,,,
"D10404
","Eldelumab (USAN)
  ","
","
",Anti-inflammatory,Anti-CXCL10 antibody,,,,,,
"D10405
","Cobimetinib (USAN/INN)
  ","
","
",Antineoplastic,Mitogen-activated extracellular signal-regulated kinase (MEK) inhibitor,,,,,,
"D10406
","Dianexin (USAN)
  ","
","
",Microvascular occlusion suppressor,,,,,,,
"D10407
","Vatiquinone (JAN/USAN)
  ","
","
",Methabolic disease therapeutic agent,,,,,,,
"D10408
","Vedroprevir (USAN)
  ","
","
",Antiviral,Protease inhibitor,,,,,,
"D10409
","Quilizumab (USAN/INN)
  ","
","
",Antiasthmatic,,,,,,,
"D10410
","Vantictumab (USAN)
  ","
","
",Antineoplastic,Anti-Frizzled family receptor 7 antibody,,,,,,
"D10411
","Tovetumab (USAN)
  ","
","
",Antineoplastic,Anti-platelet-derived growth factor receptor alpha antibody,,,,,,
"D10412
","Sisapronil (USAN)
  ","
","
",Ectoparasiticide (veterinary),,,,,,,
"D10413
","Pevonedistat (USAN)
  ","
","
",Antineoplastic,NEDD8 activating enzyme inhibitor,,,,,,
"D10414
","Brilacidin (USAN)
  ","
","
",Antibacterial,,,,,,,
"D10415
","Brilacidin tetrahydrochloride (USAN)
  ","
","
",Antibacterial,,,,,,,
"D10416
","Belnacasan (USAN)
  ","
","
",Antiepileptic,Caspase 1 inhibitor,,,,,,
"D10417
","Birinapant (USAN/INN)
  ","
","
",Antineoplastic,,,,,,,
"D10418
","Delparantag pentahydrochloride (USAN)
  ","
","
",Neutralizer (heparin),,,,,,,
"D10419
","Cindunistat hydrochloride maleate (USAN)
  ","
","
",Anti-inflammatory,Inducible nitric oxide synthase inhibitor,,,,,,
"D10420
","Elubrixin tosylate (USAN)
  ","
","
",Anti-inflammatory,Chemokine (C-X-C motif) receptor 2 antagonist,,,,,,
"D10421
","Eravacycline dihydrochloride (USAN)
  ","Xerava (TN)
  ","
",Antibiotic,Protein biosynthesis inhibitor,,,,,,
"D10422
","Etirinotecan pegol tetrahydrochloride (USAN)
  ","
","
",Antineoplastic,Topoisomerase I inhibitor,,,,,,
"D10423
","Ilorasertib (USAN)
  ","
","
",Antineoplastic,Aurora kinase (serine/threonine kinase) inhibitor,,,,,,
"D10424
","Lasmiditan succinate (JAN/USAN)
lasmiditan hemisuccinate
  ","Reyvow (TN)
  ","
",Antimigraine,Hydroxytryptamine receptor agonist,,,,,,
"D10425
","Lomibuvir (USAN/INN)
  ","
","
",Antiviral,NS5B polymerase inhibitor,,,,,,
"D10426
","Pimasertib (USAN/INN)
  ","
","
",Antineoplastic,Mitogen-activated extracellular signal-regulated kinase (MEK) inhibitor,,,,,,
"D10427
","Etirinotecan pegol tetratriflutate (USAN)
  ","
","
",Antineoplastic,Topoisomerase I inhibitor,,,,,,
"D10428
","Tenofovir alafenamide (USAN/INN)
(abbr) TAF
  ","
","
",Antiviral,Reverse transcriptase inhibitor,,,,,,
"D10429
","Tergenpumatucel-L (USAN)
  ","
","
",Antineoplastic,,,,,,,
"D10430
","Treprostinil diolamine (USAN)
  ","Orenitram (TN)
  ","Pulmonary arterial hypertension [DS:H01621]
  ",Antihypertensive,Prostaglandin I2 receptor agonist,,,,,,
"D10431
","Ulodesine (USAN)
  ","
","
",Gout suppressant,,,,,,,
"D10432
","Ulodesine succinate (USAN)
Ulodesine hemisuccinate monohydrate
  ","
","
",Gout suppressant,,,,,,,
"D10433
","Vibegron (JAN/USAN)
  ","Beova (TN)
Gemtesa (TN)
  ","
",Antidysuria,beta3-Adrenergic receptor agonist,,,,,,
"D10434
","Vintafolide (USAN/INN)
  ","
","
",Antineoplastic,Folate receptor agonist,,,,,,
"D10435
","Acorafloxacin (USAN)
Avarofloxacin
  ","
","
",Antibacterial,Nucleic acid biosynthesis inhibitor,,,,,,
"D10436
","Cebranopadol (USAN/INN)
  ","
","
",Analgesic,Nociceptin receptor agonist,Opioid receptor agonist,,,,,
"D10437
","Galunisertib (USAN)
  ","
","
",Antineoplastic,,,,,,,
"D10438
","Guselkumab (USAN)
Guselkumab (genetical recombination) (JAN)
  ","Tremfya (TN)
  ","Plaque psoriasis [DS:H01656]
  ",Antipsoriatic,Anti-IL-23 antibody,,,,,,
"D10439
","Imgatuzumab (USAN/INN)
  ","
","
",Antineoplastic,Anti-epidermal growth factor receptor antibody,,,,,,
"D10440
","Lampalizumab (USAN/INN)
  ","
","
",Aging-related macular degeneration therapeutic agent,,,,,,,
"D10441
","Latanoprostene bunod (USAN/INN)
  ","Vyzulta (TN)
  ","Open-angle glaucoma [DS:H00612]
  ",Antiglaucoma,Prostaglandin F receptor agonist,,,,,,
"D10442
","Ledipasvir (USAN)
  ","
","
",Antiviral,NS5A inhibitor,,,,,,
"D10443
","Liafensine (USAN)
  ","
","
",Antidepressant,Serotonin-noradrenaline reuptake inhibitor (SNRI),,,,,,
"D10444
","Lirilumab (USAN/INN)
  ","
","
",Antineoplastic,Anti-KIR antibody,,,,,,
"D10445
","Lubabegron (USAN)
  ","
","
",Veterinary,,,,,,,
"D10446
","Margetuximab (USAN)
Margetuximab-cmkb
  ","Margenza (TN)
  ","Breast cancer (HER2 positive) [DS:H00031]
  ",Antineoplastic,Anti-HER2 antibody,,,,,,
"D10447
","Pegbovigrastim (USAN)
  ","
","
",Anti-inflammatory (veterinary),,,,,,,
"D10448
","Dried wine grape leaf extracts
  ","antistax (TN)
  ","
",Antiedemic,,,,,,,
"D10449
","Ibuprofen and scopolamine butylbromide
  ","
","
",Analgesic,,,,,,,
"D10450
","Alectinib hydrochloride (JAN)
  ","Alecensa (TN)
  ","Non-small cell lung cancer (ALK positive) [DS:H00014]
  ",Antineoplastic,Anaplastic lymphoma kinase (ALK) inhibitor,,,,,,
"D10451
","Olanexidine gluconate (JAN)
  ","Olanedine (TN)
  ","
",Disinfectant (topical),,,,,,,
"D10452
","Cabazitaxel acetonate (JAN)
Cabazitaxel acetone
  ","Jevtana (TN)
  ","Prostate cancer [DS:H00024]
  ",Antineoplastic,Tubulin depolymerization inhibitor,,,,,,
"D10453
","Bezlotoxumab (USAN/INN)
Bezlotoxumab (genetical recombination) (JAN)
(abbr) BEZ
  ","Zinplava (TN)
  ","Clostridium difficile infection [DS:H00338]
  ",Antibacterial,Antitoxin,,,,,,
"D10454
","Cantuzumab ravtansine (USAN)
  ","
","
",Antineoplastic,,,,,,,
"D10455
","Pneumococcal 13-valent conjugate vaccine
  ","Prevnar 13 (TN)
Prevenar 13 (TN)
  ","Prevention of invasive disease caused by Streptococcus pneumoniae serotypes 1, 3, 4, 5, 6A, 6B, 7F, 9V, 14, 18C, 19A, 19F and 23F [DS:H01321]
  ",Active immunization (pneumococcal),,,,,,,
"D10456
","Delcasertib (USAN/INN)
  ","
","
",Cardiovascular agent,delta-Protein kinase C inhibitor,,,,,,
"D10457
","Delcasertib acetate (USAN)
  ","
","
",Cardiovascular agent,delta-Protein kinase C inhibitor,,,,,,
"D10458
","Ketotifen fumarate and naphazoline hydrochloride
  ","
","
",Antiallergic,,,,,,,
"D10459
","Empagliflozin (JAN/USAN/INN)
  ","Jardiance (TN)
  ","Type 2 diabetes mellitus [DS:H00409]
  ",Antidiabetic,SGLT-2 inhibitor,,,,,,
"D10460
","Enoticumab (USAN/INN)
  ","
","
",Antineoplastic,Immunomodulator,Delta-like 4 (DLL4) antibody,,,,,
"D10461
","Dienogest and estradiol valerate
  ","Natazia (TN)
  ","
",Contraceptive,,,,,,,
"D10462
","Faldaprevir sodium (JAN/USAN)
  ","
","
",Antiviral,Protease inhibitor,,,,,,
"D10463
","Ripasudil hydrochloride hydrate (JAN)
  ","Glanatec (TN)
  ","
",Antiglaucoma,Rho-associated kinase inhibitor,,,,,,
"D10464
","Firtecan pegol (USAN/INN)
  ","
","
",Antineoplastic,Topoisomerase I inhibitor,,,,,,
"D10465
","Golvatinib tartrate (USAN)
  ","
","
",Antineoplastic,Receptor tyrosine kinase inhibitor,,,,,,
"D10466
","Vonoprazan fumarate (JAN/USAN)
  ","Takecab (TN)
  ","
",Anti-ulcerative,Proton pump inhibitor,,,,,,
"D10467
","Tipiracil hydrochloride (JAN/USAN)
  ","
","
",Antineoplastic,Antimetabolite,,,,,,
"D10468
","Cysteamine bitartrate (JAN)
Mercaptamine bitartrate
  ","Cystagon (TN)
Procysbi (TN)
  ","Nephropathic cystinosis [DS:H00275]
  ",Cystine concentration-lowering agent,,,,,,,
"D10469
","Simeprevir sodium (JAN)
  ","Olysio (TN)
Sovriad (TN)
  ","Chronic hepatitis C virus infection [DS:H00413]
  ",Antiviral,Protease inhibitor,,,,,,
"D10470
","Strychnine nitrate
  ","
","
",Convulsant inducer,Rodenticide,Glycine receptor alpha-1 antagonist,,,,,
"D10471
","Idraparinux sodium (USAN)
  ","
","
",Antithrombotic,Factor Xa inhibitor,,,,,,
"D10472
","Imilecleucel-T (USAN)
  ","Tcelna (TN)
  ","
",Immunoresponse modulator,,,,,,,
"D10473
","Insulin peglispro (USAN/INN)
  ","
","
",Antidiabetic,Insulin receptor agonist,,,,,,
"D10474
","Iodine povacrylex (USAN)
  ","
","
",Antiseptic (topical),,,,,,,
"D10475
","Ioforminol (USAN/INN)
  ","
","
",Diagnostic aid (contrast medium),,,,,,,
"D10476
","Lusutrombopag (JAN/USAN/INN)
  ","Mulpleta (TN)
  ","Thrombocytopenia [DS:H00978]
  ",Antithrombocytopenia,Thrombopoietin receptor agonist,,,,,,
"D10477
","Mericitabine (USAN/INN)
  ","
","
",Antiviral,NS5B polymerase inhibitor,,,,,,
"D10478
","Naldemedine tosylate (JAN/USAN)
Naldemedine tosilate
  ","Symproic (TN)
  ","
",Anti-emetic,Laxative,Opioid receptor antagonist,,,,,
"D10479
","Naloxegol (USAN/INN)
  ","
","
",Laxative,Opioid receptor antagonist,,,,,,
"D10480
","Irbesartan and trichlormethiazide
  ","Irtra (TN)
  ","
",Antihypertensive,,,,,,,
"D10481
","Nintedanib (USAN/INN)
  ","Ofev (TN)
  ","
",Antifibrosis,Tyrosine kinase inhibitor,,,,,,
"D10482
","Ocaratuzumab (USAN/INN)
  ","
","
",Antineoplastic,Anti-CD20 antibody,,,,,,
"D10483
","Peginterferon beta-1a (USAN/INN)
  ","Plegridy (TN)
  ","Multiple sclerosis [DS:H01490]
  ",Immunomodulator,Biological response modifier,,,,,,
"D10484
","Pegnivacogin (USAN)
  ","
","
",Anticoagulant,,,,,,,
"D10485
","Pexastimogene devacirepvec (USAN)
  ","
","
",Antineoplastic,,,,,,,
"D10486
","Pimasertib hydrochloride (USAN)
  ","
","
",Antineoplastic,Mitogen-activated extracellular signal-regulated kinase (MEK) inhibitor,,,,,,
"D10487
","Rivipansel (USAN/INN)
  ","
","
",Selectin inhibitor,,,,,,,
"D10488
","Serelaxin (USAN/INN)
Serelaxin (genetical recombination) (JAN)
  ","
","
",Vasodilator,Relaxin receptor agonist,,,,,,
"D10489
","Sodium glycerophosphate (USAN)
  ","
","
",Replenisher (phosphate),,,,,,,
"D10490
","Tafenoquine (USAN)
  ","
","
",Antimalarial,,,,,,,
"D10491
","Technetium tc 99m etarfolatide (USAN/INN)
  ","
","
",Diagnostic aid (contrast medium),Radioactive agent,,,,,,
"D10492
","Tildipirosin (USAN/INN)
  ","Zuprevo [veterinary] (TN)
  ","
",Antibiotic (veterinary),,,,,,,
"D10493
","Trabodenoson (USAN/INN)
  ","
","
",Antiglaucoma,Adenosine A1 receptor agonist,,,,,,
"D10494
","Vesencumab (USAN/INN)
  ","
","
",Antineoplastic,Anti-neuropilin 1 antibody,,,,,,
"D10495
","Zicronapine succinate (USAN)
  ","
","
",Antipsychotic,,,,,,,
"D10496
","Urea C14 (USP)
  ","Pytest (TN)
  ","
",Diagnostic (Helicobacter pylori infection),,,,,,,
"D10497
","Pasireotide diaspartate
  ","Signifor (TN)
  ","Cushing's disease [DS:H01431]
  ",Antisecretory,Somatostatin receptor agonist,,,,,,
"D10498
","Choline C-11
  ","Choline C-11 (TN)
  ","
",Diagnostic aid (contrast medium),Radioactive agent,,,,,,
"D10499
","Hoyokangoto
  ","
","
",Antidysuria,Blood replenishment,,,,,,
"D10500
","Metformin hydrochloride and repaglinide
  ","Prandimet (TN)
  ","Type 2 diabetes mellitus [DS:H00409]
  ",Antidiabetic,,,,,,,
"D10501
","Fluticasone furoate and vilanterol trifenatate
  ","Breo ellipta (TN)
Relvar ellipita (TN)
  ","Chronic obstructive pulmonary disease [DS:H01714]
Asthma [DS:H00079]
  ",Antiasthmatic,,,,,,,
"D10502
","Gemigliptin (prop.INN)
  ","
","
",Antidiabetic,Dipeptidyl peptidase-4 (DPP-4) inhibitor,,,,,,
"D10503
","Ethacizine
  ","
","
",Antiarrhythmic,,,,,,,
"D10504
","Meldonium (INN)
  ","
","
",Vasodilator (coronary),,,,,,,
"D10505
","Glycopyrronium bromide and indacaterol maleate
  ","Ultibro (TN)
  ","Chronic obstructive pulmonary disease [DS:H01714]
  ",Bronchodilator,,,,,,,
"D10506
","Fluticasone propionate and formoterol fumarate hydrate
  ","Flutiform (TN)
  ","
",Antiasthmatic,,,,,,,
"D10507
","Cridanimod (INN)
  ","
","
",Antineoplastic (adjunct),,,,,,,
"D10508
","Mebicar
  ","
","
",Antianxiety,,,,,,,
"D10509
","Phenibut
  ","
","
",Nootropic,,,,,,,
"D10510
","Sequifenadine
  ","
","
",Antiallergic,H1 receptor antagonist,,,,,,
"D10511
","Afamelanotide (USAN/INN)
  ","Scenesse (TN)
  ","
",Pigmentation inducer,Melanocortin receptor agonist,,,,,,
"D10512
","Brinzolamide and timolol maleate
  ","Azorga (TN)
  ","
",Antiglaucoma,,,,,,,
"D10513
","Clopidogrel sulfate and aspirin
Clopidogrel and acetylsalicyclic acid
  ","Complavin (TN)
  ","
",Antiplatelet,,,,,,,
"D10514
","Dacomitinib (USAN)
Dacomitinib hydrate (JAN)
  ","Vizimpro (TN)
  ","Non-small cell lung cancer (EGFR mutation positive) [DS:H00014]
  ",Antineoplastic,Receptor tyrosine kinase inhibitor,,,,,,
"D10515
","Zoledronic acid hemipentahydrate (JAN)
  ","
","
",Antiresorptive,Farnesylpyrophosphate synthetase inhibitor,,,,,,
"D10516
","Aripiprazole hydrate (JAN)
Aripiprazole monohydrate
  ","Abilify maintena (TN)
  ","Schizophrenia [DS:H01649]
Bipolar I disorder [DS:H01653]
  ",Antipsychotic,Dopamine receptor partial agonist,Serotonin receptor agonist/antagonist,,,,,
"D10517
","Crisantaspase (JAN/INN)
  ","
","
",Antineoplastic,,,,,,,
"D10518
","Valaciclovir hydrochloride hydrate (JAN)
  ","Valaciclovir (TN)
  ","
",Antiviral,DNA polymerase inhibitor,,,,,,
"D10519
","Rabeprazole, amoxicillin and clarithromycin
  ","Rabecure (TN)
  ","
",Antibacterial,,,,,,,
"D10520
","Rabeprazole, amoxicillin and metronidazole
  ","Rabefine (TN)
  ","
",Antibacterial,,,,,,,
"D10521
","Cistanche herb (JP18)
Cistanchis herba
  ","
","
",Analeptic,,,,,,,
"D10522
","Eftrenonacog alfa (INN)
Eftrenonacog alfa (genetical recombination) (JAN)
  ","Alprolix (TN)
  ","
",Bleeding suppressant,Replenisher (coagulation factor),,,,,,
"D10523
","Shinsentaitsuko
  ","
","
",Anti-inflammatory (topical),Antipruritic,Wound healing,,,,,
"D10524
","Azilsartan and amlodipine besilate
  ","Zacras (TN)
  ","
",Antihypertensive,,,,,,,
"D10525
","Valsartan and cilnidipine
  ","Atedio (TN)
  ","
",Antihypertensive,,,,,,,
"D10526
","Trifluridine and tipiracil hydrochloride
  ","Lonsurf (TN)
  ","Colorectal cancer [DS:H00020]
Gastric cancer [DS:H00018]
  ",Antineoplastic,,,,,,,
"D10527
","Acetylsalicylic acid and lansoprazole
Acetylsalicylic acid and lansoprazole
  ","Takelda (TN)
  ","
",Antithrombotic,,,,,,,
"D10528
","Aldosterone (INN)
  ","
","
",Sodium reabsorption accelerator,Mineralocorticoid receptor agonist,,,,,,
"D10529
","Paraoxon
  ","
","
",Antiglaucoma,Acetylcholinesterase inhibitor,,,,,,
"D10530
","Sodium selenite (JAN)
  ","Aselend (TN)
  ","
",Supplement (selenium),,,,,,,
"D10531
","Clindamycin phosphate hydrate (JAN)
  ","
","
",Antibacterial,Protein biosynthesis inhibitor,,,,,,
"D10532
","Catridecacog (INN)
Catridecacog (genetical recombination) (JAN)
  ","NovoThirteen (TN)
  ","
",Bleeding suppressant,Replenisher (coagulation factor),,,,,,
"D10533
","Umeclidinium bromide and vilanterol
  ","Anoro (TN)
  ","Chronic obstructive pulmonary disease [DS:H01714]
  ",Bronchodilator,,,,,,,
"D10534
","Calcipotriene and betamethasone dipropionate
Calcipotriol and betamethasone dipropionate
  ","Dovobet (TN)
Enstilar (TN)
Taclonex (TN)
  ","Plaque psoriasis [DS:H01656]
  ",Antipsoriatic,,,,,,,
"D10535
","Meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen conjugated
  ","Menactra (TN)
Nimenrix (TN)
  ","
",Active immunization (pneumococcal),,,,,,,
"D10536
","Japanese cedar pollen extract
  ","
","
",Antiallergic,,,,,,,
"D10537
","Methylthioninium chloride hydrate (JAN)
  ","Methylene blue (TN)
  ","
",Antimethemoglobinemic,,,,,,,
"D10538
","Nonacog gamma (INN)
Nonacog gamma (genetical recombination) (JAN)
  ","Rixubis (TN)
  ","
",Bleeding suppressant,Replenisher (coagulation factor),,,,,,
"D10539
","Efraloctocog alfa (genetical recombination) (JAN)
  ","Eloctate (TN)
  ","
",Bleeding suppressant,Replenisher (coagulation factor),,,,,,
"D10540
","Abrilumab (USAN/INN)
  ","
","
",Anti-inflammatory,,,,,,,
"D10541
","Aducanumab (USAN)
Aducanumab (genetical recombination) (JAN)
  ","Aduhelm (TN)
  ","Alzheimer's disease [DS:H00056]
  ",Dementia therapeutic agent,,,,,,,
"D10542
","Alectinib (USAN/INN)
  ","
","
",Antineoplastic,Anaplastic lymphoma kinase (ALK) inhibitor,,,,,,
"D10543
","Apitolisib (USAN/INN)
  ","
","
",Antineoplastic,Phosphatidylinositol 3-kinase inhibitor,,,,,,
"D10544
","Acorafloxacin hydrochloride (USAN)
Avarofloxacin hydrochloride
  ","
","
",Antibacterial,Nucleic acid biosynthesis inhibitor,,,,,,
"D10545
","Batefenterol (USAN)
  ","
","
",Bronchodilator,beta2-Adrenergic receptor agonist,Muscarinic acetylcholine receptor antagonist,,,,,
"D10546
","Batefenterol succinate (USAN)
  ","
","
",Bronchodilator,beta2-Adrenergic receptor agonist,Muscarinic acetylcholine receptor antagonist,,,,,
"D10547
","Brincidofovir (USAN)
  ","Tembexa (TN)
  ","Human smallpox disease [DS:H00372]
  ",Antiviral,DNA polymeraase inhibitor,,,,,,
"D10548
","Cabotegravir (JAN/USAN/INN)
  ","Vocabria (TN)
  ","
",Antiviral,HIV integrase inhibitor,,,,,,
"D10549
","Cabotegravir sodium (JAN/USAN)
  ","Vocabria (TN)
  ","HIV-1 infection [DS:H01563]
  ",Antiviral,HIV integrase inhibitor,,,,,,
"D10550
","Censavudine (USAN)
Festinavir
  ","
","
",Antiviral,Reverse transcriptase inhibitor,,,,,,
